English Word,Original Bengali Word,Predicted Bengali Word
ektana,একটানা,একতানা
bouddhoder,বৌদ্ধদের,বৌদ্ধদের
odhikrita,অধিকৃত,অধিকৃত
abasthaao,অবস্থাও,অবস্থাও
dhaaree,ধারী,ধারী
krishnamantree,কৃষ্ণমন্ত্রী,কৃষ্ণমন্ত্রী
shhipping,শিপিং,শিপিং
radarey,রাডারে,রাদারে
alexander,আলেকজান্ডার,আলেক্সান্ডার
ayaanter,অ্যান্টের,আয়ান্তের
samaptite,সমাপ্তিতে,সমাপ্তিতে
abosar,অবসর,অবসার
otorkito,অতর্কিত,অর্কৃত
adminishtration,অ্যাডমিনিস্ট্রেশন,অ্যাডমিনিস্ট্রেশন
kobjee,কবজি,কবজজি
gosay,গোসাই,গোসা
deepe,দ্বীপে,দীপে
ihoramer,ইহরামের,ইহরামের
delivari,ডেলিভারি,ডেলিভারি
nijerai,নিজেরই,নিজেরাই
societyr,সোসাইটির,সকিটির
haamalaakaareeraa,হামলাকারীরা,হামালকাররা
daatabej,ডাটাবেজ,দাতাবে
modify,মডিফাই,মোডিফি
bannerer,ব্যানারের,ব্যানারের
takdoi,টকদই,তাকদই
bodhey,বোধে,বধে
nitrogener,নাইট্রোজেনের,নির্তগেনের
bahihbibhaager,বহিঃবিভাগের,বহিঃবিভাগের
nijekeo,নিজেকেও,নিজেকেও
aatoker,আটকের,আটোকের
bhittitey,ভিত্তিতে,ভিত্তিতে
saaraah,সারাহ,সারাহ
burhanpur,বুর্হানপুর,বুরহানপুর
nasreen,নাসরীন,নস্রীণ
mandi,মণ্ডি,মন্দি
dhara,ধারা,ধারা
rawo,রাও,রাওয়ো
ghatanaasthalagulote,ঘটনাস্থলগুলোতে,ঘটনাটসংলগুলোতে
imrul,ইমরুল,ইমরুল
shansha,সান্স,শানশা
obheenetader,অভিনেতাদের,অভিনেতাদের
apaprayogakaareeder,অপপ্রয়োগকারীদের,অপার্যোপগকাগীদের
napa,নপ,নাপা
saraah,সারাহ,সরহা
alembic,আলেমবিক,আলেম্বিক
uparjankari,উপার্জনকারী,উপার্জনকারী
camerabandi,ক্যামেরাবন্দি,কমেরাবন্দি
gheta,ঘাট,ঘেটা
olimpus,অলিম্পাস,অলিম্পাস
sahajlabhbhota,সহজলভ্যতা,সহহালজভভাত
parkey,পার্কে,পারকে
rajapalayam,রাজাপালায়াম,রাজাপালাম
choudhoorira,চৌধুরীরা,চৌধুরীরা
sangathanagulite,সংগঠনগুলিতে,সংগঠনগুলিতে
utkantha,উৎকণ্ঠা,উৎকান্থা
ahmadabad,আহমাদাবাদ,আহমাদবাদ
pembroke,পেমব্রোক,পেম্ব্রকে
crosse,ক্রসে,ক্রোসে
merta,মারটা,মার্া
parishromer,পরিশ্রমের,পারিশ্রমের
reight,রাইট,রেইট
aapey,আপে,অ্যাপে
markiniira,মার্কিনীরা,মার্কিনিরা
aka,একা,আকা
shekaronei,সেকারণেই,শেকারনেই
grapevine,গ্রাপেভিনে,গ্রাপেভাইন
bettle,ব্যাটেল,ব্যাটেল
nazu,নাজু,নাজু
dart,দর্ট,দার্ট
bang,বাং,বাং
srenikaron,শ্রেণীকরণ,শ্রেণীকারণ
maarafuvaabe,মারফুভাবে,মারাফুভাবে
prokolpoke,প্রকল্পকে,প্রকল্পকে
karme,কর্মে,কার্মে
jokkhar,যক্ষার,জক্ষার
godaa,গোড়া,গোদা
hotel,হোটেল,হোেল
sqeem,স্কিম,স্কেম
porisodhoner,পরিশোধনের,পরিসনধনের
khargone,খার্গোনে,খারগনে
round,রাউন্ড,রাউন্ড
matheran,মাথেরান,ম্যাথরেন
dibheda,ডিভাইড,ডিভেদা
filippine,ফিলিপাইন,ফিলিপাইন
koshrot,কসরত,কোশর
garcia,গার্সিয়া,গার্সিয়া
sqim,স্কিম,স্কিম
fatehpur,ফতেহ্পুর,ফাতেহপুর
podojatra,পদযাত্রা,পদযাত্রা
vineland,ভিনল্যান্ড,ভিনল্যান্ড
khamotasin,ক্ষমতাসীন,ক্ষমতাসীন
chaalakader,চালকদের,চালাকাদের
homarer,হোমারের,হোমারের
bhetoo,ভেটো,ভেতু
ankeet,অঙ্কিত,আঁকিত
kunnteer,কুন্তীর,কুন্তটির
world,ওয়ার্ল্ড,ওয়ার্ডল
nag,নাগ,নাগ
shabashkripashhana,সাবস্ক্রিপশন,শবক্ষৃপশাণ
kaataakaatir,কাটাকাটির,কাটাকাটির
highcommissioner,হাইকমিশনার,হাইকম্যিংসেন
jeye,যেয়ে,জেয়ে
sahityagganer,সাহিত্যজ্ঞানের,সাহিত্যজঞ্নের
borges,বোর্হেস,বর্গেস
karaikal,কারাইকাল,করাইকাল
shaaraahoke,সারাহকে,শারাহকে
sifter,শিফটের,সিফটার
bikon,বিকন,বিকন
dharashaner,ধরশনের,ধররাশনের
diyenar,ডিএনএর,দিয়েনার
kaibarta,কৈবর্ত,কৈবর্তা
petam,পেতাম,পেটাম
oyeka,ওয়েক,ওয়েকা
paunchhaaiyaai,পৌঁছাইয়াই,পৌঁছাইয়াই
saaraahoke,সারাহকে,সারাহকে
oitijhyagato,ঐতিহ্যগত,ঐতিহ্যাতথা
convention,কনভেনশন,কনভেনশন
milestone,মাইলস্টোন,মিলেস্তোন
parichayapatrer,পরিচয়পত্রের,পরিচয়াপত্রের
karaatei,করাতেই,করতাতেই
jeevjontur,জীবজন্তুর,জীবজন্তুর
shunchalo,সূঁচালো,সূঁচালো
sunteck,সানটেক,সানটেক
bachchaata,বাচ্চাটা,বাচ্চাতা
natnii,নাতনী,নাটনই
hallisohor,হালিশহর,হল্লিসর
prakoushaleederke,প্রকৌশলীদেরকে,প্রকৌশলীদেরকে
tyres,ট্রায়েস,টাইরিস
kodgulo,কোডগুলো,কদগুলো
trineedarer,ত্রিনিদাদের,ত্রিনিদাদের
subaser,সুবাসের,সুবাসের
kaaravog,কারাভোগ,কারাভোগ
baastabaayaner,বাস্তবায়নের,বাস্তবায়নের
yuddhajeebeer,যুদ্ধজীবীর,যুদ্ধজীবীর
saarkaaser,সার্কাসের,সার্কসের
romona,রমনা,রমনা
dam,ডাম,ডাম
kokuyo,কোকুয়ো,ককুয়ো
naitrozena,নাইট্রোজেন,নেইটরোজেনা
kodar,কদর,কদর
soumyashch,সৌম্যশ্চ,সৌম্যাচ্চ
sanma,সাংমা,সানমা
telelinks,টেলেলিঙ্কস,টেলিলিক্স
delibhari,ডেলিভারী,ডেলিভরি
triparn,ত্রিপর্ণ,ত্রিপর্ণ
nehroo,নেহরু,নেহরু
watts,ওয়াটস্,ওয়েট্টস
bishwaashshti,বিশ্বাসটি,বিশ্বাস্িি
cholochchitroo,চলচ্চিত্রও,চলচ্চিত্র
chalachchitratir,চলচ্চিত্রটির,চলচ্চিত্রাটির
jaintapoore,জৈন্তাপুর,জেন্তাপুরে
lebhanta,লেভান্ট,লেভান্টা
lekha,লেখ,লেখা
sambhal,সাম্ভাল,সম্ভাল
mpobhuktir,এমপিওভুক্তির,ম্ভভূক্তির
dhormosova,ধর্মসভা,ধর্মসভা
gopaneeyataa,গোপনীয়তা,গোপনীয়তা
vasing,ওয়াশিং,ভাসিং
gouree,গৌরি,গৌরী
mailke,মেইলকে,মেইলকে
swarthoke,স্বার্থকে,স্বার্থকে
prodhanotomo,প্রধানতম,প্রধানতম্
melbourne,মেলবোর্নে,মেলবোর্ন
expleo,এক্সপ্লেও,এক্সপ্লেও
mahadaar,মহড়ার,মহাদর
vajahari,ভজহরি,ভাজাহারি
lekho,লেখ,লেখো
ovineeto,অভিনীত,অভিনীত
moushumi,মৌসুমী,মৌশুমি
diena,ডিএনএ,দিয়েনা
nirapattaar,নিরাপত্তার,নিরাপত্তর
nipeedaner,নিপীড়নের,নীপীদানের
pepsi,পেপসি,পেপসি
twin,ট্বিন,ত্বিন
schemee,স্কিমে,স্মেমি
jatgulo,জাতগুলো,জাতগুলো
shangsaapatra,শংসাপত্র,শংসাপত্র
tekshaash,টেক্সাস,টেক্সাস
urbana,আরবানা,উর্বানা
bhager,ভাগের,ভাগের
juktarashtrao,যুক্তরাষ্ট্রও,যুক্তরাষ্ট্রও
dastidaarer,দস্তিদারের,দস্তিদারের
rodreegej,রদ্রিগেজ,রদ্রিগেজ
procheshtatei,প্রচেষ্টাতেই,প্রচেষ্টাতেই
jose,জোসে,জোসে
lokaraa,লোকরা,লোকারা
qaferra,কাফেররা,কাফেররা
chhadiyechhe,ছড়িয়েছে,ছাড়িয়েছে
kozhikode,কোযহিকোদে,কোজিহকদে
baser,বাসের,বাসের
mangshee,মংশী,মাশিী
roshitey,রশিতে,রশিতে
ganonar,গণনার,গণনার
cheeldreener,চিলড্রেনের,চিলড্রিনের
albarto,আলবার্তো,আলবরর্তো
pharnandej,ফার্নান্ডেজ,ফার্নান্ডেজ
mesha,মেশা,মেশা
pope,পোপ,পোে
gaanyer,গাঁয়ের,গান্নের
muhurtei,মুহুর্তেই,মুহুর্তেই
taikshaash,টেক্সাস,তাইক্শাশ
raushi,রশি,রাউশি
kapatatar,কপটতার,কপতাতার
ghati,ঘাটি,ঘাটি
iranee,ইরানী,ইরানী
ruga,রাগ,রুগা
chaandaabaji,চাঁদাবাজি,ছান্দাবাজি
bareilly,বারেলি,ব্যারেলি
ujhho,উহ্য,উঝঝ
byaboharkareeder,ব্যবহারকারীদের,ব্যবহারকারীদের
ranajit,রণজিৎ,রানাজিত
wilkinson,উইলকিনসন,উইলকিনসন
sikkhakera,শিক্ষকেরা,শিক্ষকেরা
atarkito,অতর্কিত,অতারকিত
choudhureera,চৌধুরীরা,চৌধুরীরা
daam,ডাম,দাম
haanf,হাঁফ,হানফ
pangaa,পাঙ্গা,পাঙ্গা
prabaalapraacheer,প্রবালপ্রাচীর,প্রবাল্লপচারীর
spokeen,স্পোকেন,স্পকিন
morterer,মর্টারের,মর্টারের
antonio,আন্তোনিও,অ্যান্টোনিও
sanyaler,সান্যালের,সান্যালের
astroke,অ্যাস্ট্রোকে,অস্ত্রকে
naples,নেপলস,ন্পলেস
saatataay,সাতটায়,সাতাতাই
clinton,ক্লিনটন,ক্লিন্টন
ayodhya,অযোধ্যা,আয়োধ্য
bhadouriya,ভদৌরিয়া,ভাদুরিয়া
dekhunah,দেখুনঃ,দেখুনাহ
ipler,আইপিএলের,ইপলার
motamotke,মতামতকে,মতামতকে
puroheeter,পুরোহিতের,পুরোহিতের
rajbondider,রাজবন্দীদের,রাজবন্দিদের
khomotasin,ক্ষমতাসীন,ক্ষমতাসিন
drishyaguli,দৃশ্যগুলি,দৃশ্যগুলি
saarahoke,সারাহকে,সারাহোকে
ruddhashwaas,রুদ্ধশ্বাস,রুদ্ধশ্বাস
paradee,প্যারেড,প্যারেড
cotton,কটন,কটন
vashar,ভাষার,ভাষার
gulf,গাল্ফ,গাল্ফ
sinha,সিনহা,সিনহা
phaarm,ফর্ম,ফর্ম
zongli,জংলী,জংগলি
wook,উক,উওক
chaubey,চৌবে,চৌবে
musab,মুসআব,মুসাব
graambaaseer,গ্রামবাসীরা,গ্রামবাসীর
odhikaron,অধিকরণ,অধিকরণ
jemasha,জেমস,জেমাস
gabhashkarer,গাভাস্কারের,গাভাক্ারের
gronthagulote,গ্রন্থগুলোতে,গ্রন্থাগুলোতে
pounchhayani,পৌঁছয়নি,পৌঁছনাইয়ানি
bibarn,বিবর্ণ,বিবর্ণ
mailasha,মাইলস,মালেশা
vromon,ভ্রমণ,ভ্রমন
arena,আরেনা,আরেনা
avondale,অভোন্ডেল,আভন্ডালে
leephlet,লিফলেট,লিফলেট
kapurthala,কাপুর্থালা,কাপুরথালা
beetee,বিটি,বিটই
shansthar,সংস্থার,শান্স্থার
baazaaramoolya,বাজারমূল্য,বাজারামুল্য
revisian,রিভিশন,রেভিসিয়ান
chittakarsak,চিত্তাকর্ষক,চিত্তাকর্সক
choyaal,চোয়াল,চোয়াল
dologuloke,দলগুলোকে,দলগুলোকে
lompoc,লম্পক,লম্পক
arsho,আরশ,আর্শ
punjab,পুনজব,পুঞ্জাব
chira,চির,চিরা
otobir,অটবির,অতবির
kkompo,কম্প,ক্কম্প
kyareta,ক্যারেট,ক্যারেটা
shilaidaher,শিলাইদহের,শিলাইদহের
khalasi,খালাসী,খালাসি
hidar,হিদার,হিদার
pastmasterr,পোস্টমাস্টার,পাস্টম্সার্টের
janacchen,জানাচ্ছেন,জানাচ্ছেন
durgapur,দুর্গাপুর,দুর্গাপুর
koonteer,কুন্তীর,কুন্টির
cochin,কোচিন,কচিন
aarakane,আরাকানে,আরাকানে
sporshe,স্পর্শে,স্পর্শে
bephore,বিফোর,বেফোর
elecon,এলেকন,ইলেকন
chadore,চাদরে,চাদরে
bagdaaner,বাগদানের,বাগদানের
zemasa,জেমস,জেমাসা
patralikhan,পত্রলিখন,পাত্রালীখান
jokerer,জোকারের,জকেরের
pareekkhaay,পরীক্ষায়,পরিক্ষায়
bishaashti,বিশ্বাসটি,বিশাষ্টি
cholochchitre,চলচ্চিত্রে,চলচ্ছিত্রে
tomar,তোমার,তোমার
bangoposagar,বঙ্গোপসাগর,বঙ্গোপসাগর
amanajogeetaar,অমনযোগীতার,আমানোগজিতার
clifton,ক্লিফ্টোন,ক্লিফটন
elakaar,এলাকার,এলাকার
english,ইংলিশ,এংলিশ
vishwakarma,বিশ্বকর্মা,বিশ্বকর্মা
la,ল,লা
mahinda,মাহিন্দা,মহিন্দ
suchandanaa,সুচন্দনা,শুচনদানা
durgotsaber,দুর্গোৎসবের,দুর্গোৎসবের
mojlishe,মজলিশে,মজলিশে
kaafer,কাফের,কাফের
boudhhora,বৌদ্ধরা,বৌধরা
kaalindree,কালিন্দ্রী,কালিন্দ্রি
parishodh,পরিশোধ,পরিশোধ
nag,নগ,নাগ
thaaktei,থাকতেই,থাঁকতেই
ekokbhaabe,এককভাবে,এককভাবে
dami,ডামি,দামি
eshechhilo,এসেছিলো,এশেছিলো
gayatri,গায়াত্রি,গায়ারটি
ranojit,রণজিৎ,রণজিৎ
dastaana,দস্তানা,দস্তানা
nodigulo,নদীগুলি,নদীগুলো
auddhatya,ঔদ্ধত্য,অদ্ধত্যা
duraarogya,দুরারোগ্য,দুরারো্ঞ্
koonj,কুঁজ,কুঞ্জ
otitke,অতীতকে,অতিতকে
jharkhand,ঝাড়খান্ড,ঝারখা্ড
boar,বোর্,বোর
kakina,কাকিনা,কাকিনা
manobgoshthi,মানবগোষ্ঠী,মানবগোষ্ঠী
krushe,ক্রুশে,ক্রুশে
behura,বেহুরা,বেহুরা
foseco,ফোসেকো,ফোসেো
naabbo,নাব্য,নাব্য
estates,এস্টেটস্,এস্টেটেস
bakshaler,বাকশালের,বক্ালের
karan,করান,করন
mishtata,মিষ্টতা,মিশতাটা
lettars,লেটারস,লেটার্স
khanek,খানেক,খানেক
manabgoshthi,মানবগোষ্ঠী,মানবগোষ্ঠী
sutaran,সুতরাং,সুতারান
saiyadpur,সৈয়দপুর,সৈয়দপুর
masjidyo,মসজিদও,মাসজিদ্য
shushi,সুসি,শুশি
shipon,শিপন,শিপন
dalaguliteo,দলগুলিতেও,দালাগুলিতেও
gronthogulor,গ্রন্থগুলোর,গ্রন্থগুলোর
osommoto,অসম্মত,অসম্মত
paakshenader,পাকসেনাদের,পাকসেনাদের
cipla,কিপলা,সিপলা
beniphita,বেনিফিট,বেনিফিটা
dekhbe,দেখবে,দেখবে
trupce,ট্রুপস,ট্রাপস
oracle,অরাকল,ওরাকল
parween,পরবীন,পারউয়েন
taay,তায়,তাঁ
nizamat,নিজমত,নিজামত
kormokando,কর্মকাণ্ড,কর্মকাণ্ড
abhiyojaner,অভিযোজনের,অভিযোজনের
choudhurigrihinee,চৌধুরীগৃহিণী,চৌধুরীগ্রিহীনী
ansari,অনসরি,আনসসারি
chaahabheradi,চাহভেরদি,চাহাভেরদী
farmer,ফার্মার,ফার্ার
writing,রাইটিং,গিরিং
salmankey,সালমানকে,সালমানকে
sharja,সার্জ,শার্া
proshen,প্রসেন,প্রসেন
kimakimaa,কিমকিমা,কিমাকিমা
kakinada,কাকিনাড়া,কাকিনাদা
tanla,তানলা,তানলা
jamesh,জেমস,জামেশ
soore,সুরে,সুরে
beekreta,বিক্রেতা,বিকরেটা
avery,অভেরি,এভারী
sarje,সার্জ,সার্জে
samajikvabey,সামাজিকভাবে,সামাজিকভাবে
direktararaao,ডিরেক্টররাও,ডিরেক্টরারও
kashtokor,কষ্টকর,কাষ্টকর
basu,বসু্,বসু
yetasaba,এতসব,য়তেসবা
abosthantar,অবস্থান্তর,অবস্থান্তর
padanato,পদানত,পদানত
harmon,হারমোন,হারমন
carlsbad,চার্লসবাড,কার্লস্যাড
susanbaddha,সুসংবদ্ধ,সুসন্দদ্ধ
aja,আজা,আজা
kar,কর,কার
moner,মনের,মনের
trekball,ট্র্যাকবল,ট্রেকবল
traiqbal,ট্র্যাকবল,ট্রেইকবল
shobhaazatraay,শোভাযাত্রায়,শোভাযাত্রায়
ullasit,উল্লসিত,উল্লাসিত
shiblee,শিবলী,শিবলি
gofur,গফুর,গোফুর
padaan,পড়ান,পদ়ান
uparzone,উপার্জনে,উপারজনে
gandhinagar,গান্ধিনগর,গান্ধিনগর
mojlisher,মজলিশের,মজলিশের
jhindal,ঝিন্দল,ঝিন্দাল
juned,জুনেদ,জুনেদ
soheensotake,সহিংসতাকে,সহিনসতাকে
elaakagulor,এলাকাগুলোর,এলাকাগুলোর
dologulor,দলগুলোর,দলগুলোর
hondurasey,হন্ডুরাসে,হন্দুরাসে
hayanaa,হয়না,হায়না
robles,রোব্লেস,রবলস
diyaaraate,দিয়ারাতে,দিয়ারাতে
hoiben,হইবেন,হইবেন
shahaba,সাহাবা,শাহাবা
hail,হৈল,হেইল
anumatite,অনুমতিতে,অনুমতিতে
panchalii,পাঁচালী,পাঁচাই
sirijatir,সিরিজ়টির,সিরিজাতির
raillinea,রেললাইনে,রেলিনিয়া
himadri,হিমাদ্রি,হিমাদ্রি
ekeroppor,একেরপর,একেরপর
porisodhe,পরিশোধে,পরিষোধে
engines,ইঞ্জিনস্,ইঞ্জিনেস
karammot,কারামত,কারামত
gitikabi,গীতিকবি,গীতিকাবি
maruti,মারুতি,মারুটি
salem,সালেম,সালেম
dianete,ডিএনএতে,দিয়ানেতে
amaravati,আমারাভাটি,অমরাবতীতে
somotol,সমতল,সমতল
philippiney,ফিলিপাইনে,ফিলিপাইন
alexandria,আলেক্সান্দ্রিয়া,আলেক্সন্্ডারিয়া
sahadharminee,সহধর্মিনী,সহধর্মিনী
bolokaan,বলকান,বললাান
noodleser,নুডলসের,নডডলসের
baaiaate,বাইআতে,বাইয়াতে
bondhuder,বন্ধুদের,বন্ধুদের
horasher,হোরাসের,হরাশের
postamastara,পোস্টমাস্টার,পোস্তমাস্তারা
pratishthaneo,প্রতিষ্ঠানেও,প্রতিষ্ঠানেও
abheesht,অভীষ্ট,অভিষ্ট
rosemead,রোসেমেড,রোজমেড
encription,এনক্রিপশন,এনক্রিপশন
harmony,হারমোনি,হারমনি
naritto,নারীত্ব,নারীত্ব
oitijjhogato,ঐতিহ্যগত,ঐতিহ্যগত
barai,বরই,বারাই
projanmo,প্রজন্ম,প্রজানম
seibhaabe,সেইভাবে,সেইভাবেই
telangana,টেলেঙ্গানা,তেলঙ্গানা
oncholtir,অঞ্চলটির,অঞ্চলটির
statianery,স্টেশনারি,স্টেশনারি
etiyaa,এতিয়া,এটিয়া
naitrojeena,নাইট্রোজেন,নাইট্রোজেন
seeti,সেটি,সেটি
shoronika,স্মরণিকা,শরণিকা
folic,ফলিক,ফোলিক
sanshodhanakaareeder,সংশোধনকারীদের,সংশোধনাকারীদের
chalachheelo,চালাচ্ছিল,চালাছিলি
kaaranao,কারণও,কারানাও
alan,অ্যালেন,আলান
granthoi,গ্রন্থই,গ্রান্থই
uchchasikkhitader,উচ্চশিক্ষিতদের,উচ্চাসীক্ষতাদের
chinesete,চাইনিজতে,চাইনিজতে
navojaner,নভোযানের,নভজনানের
levant,লেভান্ট,লেভান্ট
balmiki,বাল্মিকি,বালমিকি
biniyogakaaree,বিনিয়োগকারী,বিনিয়গগারক
fashiyaar,ফশিয়ার,ফাশিয়ার
nitrogen,নাইট্রোজেন,নির্তগেন
hassan,হাস্সান,হাস্সান
canventian,কনভেনশন,ক্নভেনশিয়ান
ayaseeta,অ্যাসেট,আয়সীত
niraananda,নিরানন্দ,নিরানন্দ
saarj,সার্জ,সার্জ
ashlil,অশ্লীল,আশ্লীল
jagtap,জগ্তাপ,জগতাপ
bareilly,বরেলি,ব্যারেলি
jwele,জ্বেলে,জ্বেলে
ekapar,একপর,একাপার
sazrz,সার্জ,সাজরাজ
chaalachheelo,চালাচ্ছিল,চালাচ্ছিল
olngkoroner,অলঙ্করণের,অলঙ্করণের
nurseryte,নার্সারিতে,নুরসেরিতে
megheder,মেঘেদের,মেঘেদের
prajuktisamooha,প্রযুক্তিসমূহ,প্রযুক্তিসমূহ
skime,স্কিমে,স্কাইমে
lekhaai,লেখাই,লেখাই
naachate,নাচতে,নাচাতে
tryaakagulor,ট্র্যাকগুলোর,ট্র্যাকগুলোর
nirangkush,নিরঙ্কুশ,নিরঙ্কুষ
tookro,টুকরো,টুকরো
byabilaniya,ব্যাবিলনিয়া,ব্যবিলনীয়
pasco,পস্কো,পাযাসকো
sabrakom,সবরকম,সাবরককম
herculese,হারকিউলিস,হার্কুলেস
upacharjer,উপাচার্যের,উপাচার্যের
chary,চারি,চারি
durghatanaaguloke,দুর্ঘটনাগুলোকে,দুর্ঘটনাগুলোকে
argeentina,আর্জেন্টিনা,আর্জনন্িনা
kaakeena,কাকিনা,কাকেন
bhanta,ভাঁটা,ভান্তা
sikkhai,শিক্ষাই,সিক্ষাই
sangosthasamuha,সংস্থাসমূহ,সংস্থাসমূহ
labanaktata,লবণাক্ততা,লবণকত্ট
durbhagyer,দূর্ভাগ্যের,দুর্ভাগ্যের
attoshammanbodh,আত্মসম্মানবোধ,আত্মকাম্বনসমোধ
dweeptir,দ্বীপটির,দ্বীপ্তির
beelete,বিলেতে,বিলেতে
arijin,অরিজিন,আরিজিন
laluprasad,লালুপ্রসাদ,লালুপ্রাসা
kangra,কংরা,কাঙ্গার
procharoker,প্রচারকের,প্রচারকের
bhajohori,ভজহরি,ভাগহরি
granthatite,গ্রন্থটিতে,গ্রানথাটিতে
jugma,যুগ্ম,জুগমা
nyaashanaleo,ন্যাশনালেও,ন্যাশনালেও
ganasangzogakaareeder,গণসংযোগকারীদের,গণসং্গকারীদের
mohashunye,মহাশূন্যে,মহাশুন্যে
handbill,হ্যান্ডবিল,হ্যান্ডবিল
roktokharan,রক্তক্ষরণ,রক্তক্ষরণ
khamotaadhar,ক্ষমতাধর,ক্ষমতাধার
batsa,বৎস,বাটসা
haramoni,হারমোনি,হারামনি
otyabasyak,অত্যাবশ্যক,অত্যাবস্যক
sachetanota,সচেতনতা,সচেতনতনা
natepaed,নোটপ্যাড,নোটপ্যাড
nacl,এনএসিএল,নককল
dharabahikotar,ধারাবাহিকতার,ধারাবাহিকতার
oitijjhao,ঐতিহ্যও,ঐতিহ্যও
sadasyogon,সদস্যগন,সদাসযোগণ
structurekeo,স্ট্রাকচারকেও,স্ট্রাকচারকেও
granthasomuher,গ্রন্থসমূহের,গ্রান্থসমূহের
uchchaprayuktinirbhar,উচ্চপ্রযুক্তিনির্ভর,উচ্চাপ্রয়ুকিতিয়াবির
boikhani,বইখানি,বইখানি
dhanbad,ধনবদ,ধানবাদ
gujarat,গুজরাট,গুজারত
janohitokor,জনহিতকর,জনহিততকর
kashmir,কাশ্মির,কাশ্মীর
masterpiece,মাস্টারপিস,মাস্টারপিস
spela,স্পেল,স্পেলা
pratishtaai,প্রতিষ্টাই,প্রতিষ্টায়
komaabe,কমাবে,কমাববে
bisesagya,বিষেশজ্ঞ,বিশেষজ্ঞ
puus,পিউস,পুউস
bishopan,বিষপান,বিশোপান
aabeshabihblwal,আবেশবিহ্বল,আবেশবিহ্বল্ভল
gobindanagarer,গোবিন্দনগরের,গোবিন্দনাগরের
paaliyechhe,পালিয়েছে,পালিয়েছে
panjarer,পাঁজরের,পাঁজরের
songasthasamuher,সংস্থাসমূহের,সংস্থাসমূহের
licenceti,লাইসেন্সটি,লাইস্নেটি
parthii,পার্থী,পার্থীই
borniil,বর্ণীল,বর্নিলি``````````````
ektanaa,একটানা,একতানা
shikarpoor,শিকারপুর,শিকারপুর
vorsha,ভরসা,ভর্ষা
hoibar,হইবার,হইবার
bidyutaayan,বিদ্যুতায়ন,বিদ্যুতায়ন
acetic,অ্যাসিটিক,অ্যাসেটিক
supaarahyaabitebal,সুপারহ্যাবিটেবল,সুপারাহ্যবিতাবেল
shikkhaksoho,শিক্ষকসহ,শিক্ষাসহ
agarwal,অগরওয়াল,আগারওয়াল
reqardeda,রেকর্ডেড,রেকর্ডেড
probeshke,প্রবেশকে,প্রবেশকে
folprosu,ফলপ্রসু,ফলপ্রসু
dimbakritir,ডিম্বাকৃতির,ডিম্বাকৃতির
sooch,সূঁচ,সুচ
shandilya,শানডিল্য,শান্দিল্য
aleeraj,আলীরাজ,আলীরাজ
centro,সেন্ট্রো,সেন্ট্রো
ghete,ঘেঁটে,ঘেটে
fooko,ফুকো,ফুকো
majesco,মাজেস্কো,ম্যাজেক্সো
dattak,দত্তক,দাত্তাক
sbatantro,স্বতন্ত্র,স্বাতন্ত্র
primer,প্রাইমার,প্রাইমের
porissrome,পরিশ্রমে,পরিস্রোমে
somapti,সমাপ্তি,সমাপ্তি
sainyasangraher,সৈন্যসংগ্রহের,সৈন্যসংগ্রহের
idukki,ইদুক্কি,ইদুককি
scranton,স্ক্রাণ্টন,স্ক্রান্টন
mbr,এমবির,এমবিআর
ishtrozoner,ইস্ট্রোজেনের,ইস্ট্রোজেনের
akshorguli,অক্ষরগুলি,আক্ষরগুলি
luis,লুইস্,লাইউস
udbignota,উদ্বিগ্নতা,উদবিগ্নতা
glass,গ্লাস,গ্লাস
blagaarader,ব্লগারদের,ব্লাগারাদের
praanahaanir,প্রাণহানির,প্রাণহানির
sangitka,সঙ্গীতকার,সঙ্গীতকার
byahato,ব্যহত,ব্যহাত
breeaking,ব্রেকিং,ব্রিকিং
urzentina,আর্জেন্টিনা,উর্জেন্তিনা
ape,আপে,এপে
ekem,একেএম,একেম
abartamaane,অবর্তমানে,অবর্তমানে
aaisootoop,আইসোটোপ,আইসুতপ
bishwaser,বিশ্বাসের,বিশ্বাসের
bandhura,বন্ধুরা,বন্ধুরা
byabasthaapake,ব্যবস্থাপকে,ব্যবস্থাপাকে
parchhe,পারছে,পারছে
doshbachhor,দশবছর,দশবাার
baleshwar,বলেশ্বর,বালেশ্বর
bongoposagor,বঙ্গোপসাগর,বঙ্গোপসাগর
jaanao,জানাও,যানাও
asoho,অসহ,আসহ
udore,উদরে,উদরে
elaakagulo,এলাকাগুলো,এলাকাগুলো
shikkhabyabosthar,শিক্ষাব্যবস্থার,শিক্ষাব্যবস্থার
avizogati,অভিযোগটি,অভিযোগটি
agartala,আগরতলা,আগরতলা
jiniyi,যিনিই,জিনিই
rabibaarer,রবিবারের,রবিবারের
dalhousie,ডালহৌসি,ডালহাউসি
balilaam,বলিলাম,বলিলাম
honduruser,হন্ডুরাসের,হন্দুরুসের
saphalya,সাফল্য,সাফল্য
parimaanao,পরিমাণও,পরিমাণও
kromorasoman,ক্রমহ্রাসমান,ক্রমোরোসমান
ghatygulo,ঘাঁটিগুলো,ঘাটিগুলো
muzzohman,মুহ্যমান,মুজোজ্মহান
shshutki,শুঁটকি,শুটকি
pusa,পুসা,পুসা
khaalasee,খালাসী,খালাসি
dharavahikata,ধারাবাহিকতা,ধরবাহিকতা
shashta,ষষ্ট,শাস্তা
